route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
138615,CXX,134,Hoorn Station - Wieringerwerf Badweg,,3,00ccff,000000,
138616,CXX,135,Hoorn Station - Den Helder Station via Den Oever,,3,ffff00,000000,
138617,CXX,136,Midwoud Oostwouder Dorpsstraat - Hoorn Station,,3,0000ff,ffffff,
138618,CXX,138,Andijk Middenweg - Bovenkarspel Station,,3,ff0000,ffffff,
138619,CXX,139,Hoorn Station - Medemblik Busstation,,3,9b3214,ffffff,
138620,CXX,141,Aartswoud Zuiderzeestraat - Abbekerk Busstation,,3,ff0000,ffffff,
138621,CXX,142,Abbekerk Busstation - Benningbroek Molenbuurt,,3,ff99ff,ffffff,
138622,CXX,143,Abbekerk Busstation - Twisk Noorderweg,,3,ffcc00,000000,
138623,CXX,151,Alkmaar Station - Petten,,3,c34141,ffffff,
138624,CXX,152,Schagen Station - Callantsoog Stuyvezandeweg,,3,ffcc00,000000,
138625,CXX,153,Nieuwe Niedorp Transferium - Schagen Muggenburg,,3,ff0000,ffffff,
138626,CXX,157,Alkmaar Station - Schagen Station,,3,0000ff,ffffff,
138627,CXX,158,Anna Paulowna Station - Den Oever Busstation,,3,d1ea32,000000,
138628,CXX,160,Alkmaar Station - Heerhugowaard Centrumwaard,,3,ffff00,000000,
138629,CXX,162,Alkmaar Station - Heerhugowaard Icaruslaan,,3,ff0000,ffffff,
138630,CXX,163,Alkmaar Station - Uitgeest Station,,3,ffcc00,000000,
138631,CXX,164,Castricum Station - Egmond aan Zee Busstation,,3,ff0000,ffffff,
138632,CXX,165,Alkmaar Station -  Egmond aan Zee Busstation,,3,9b3214,ffffff,
138633,CXX,166,Bergen Plein - Alkmaar Station,,3,d1ea32,000000,
138634,CXX,167,Castricum Station - Alkmaar Station,,3,ff99ff,ffffff,
138635,CXX,169,Alkmaar Station - Oudkarspel Haagwinde,,3,d1ea32,000000,
138636,CXX,239,van Hoorn Station naar Medemblik Busstation,,3,77216f,ffffff,
138637,CXX,251,Alkmaar Station - Petten [Sneldienst],,3,ffcc00,000000,
138638,CXX,260,Alkmaar Station - Heerhugowaard Stadshart,,3,d1ea32,000000,
138639,CXX,269,Alkmaar Station - Oudkarspel [Sneldienst],,3,77216f,ffffff,
138640,CXX,406,Buurtbus Schagen Station - Waarland,,3,afb4b9,000000,
138641,CXX,407,Buurtbus Heerhugowaard - Langedijk,,3,afb4b9,000000,
138642,CXX,408,Buurtbus Heiloo 't Loo - Egmond aan Zee Busstation,,3,afb4b9,000000,
138643,CXX,409,Buurtbus Obdam - Heerhugowaard,,3,afb4b9,000000,
138644,CXX,410,Buurtbus Egmond aan Zee - Schoorl,,3,afb4b9,000000,
138645,CXX,411,Buurtbus Tuitjenhorn - Schagen Station,,3,afb4b9,000000,
138646,CXX,412,Buurtbus Hoorn Station - Bovenkarspel,,3,afb4b9,000000,
138647,CXX,415,Buurtbus Medemblik - Hoorn Station,,3,afb4b9,000000,
138648,CXX,416,Buurtbus Kreileroord - Schagen Station,,3,afb4b9,000000,
138649,CXX,417,Buurtbus Schagen Station - Obdam Station,,3,afb4b9,000000,
138650,CXX,438,Buurtbus Enkhuizen - Andijk,,3,afb4b9,000000,
138651,CXX,606,Alkmaar Station - Bergen Europese School,,3,ff0000,ffffff,
138652,CXX,612,Hoogkarspel - Venhuizen - Hoogkarspel,,3,ff99ff,ffffff,
138653,CXX,617,Hoogwoud - Obdam Station,,3,ffcc00,000000,
138654,CXX,650,Lelystad - Enkhuizen - Wervershoof,,3,ffff00,000000,
138658,CXX,500,Rotterdam Kralingse Zoom - Rivium,,3,,,
138824,CXX,102,Bergen op Zoom - Oude Tonge,,3,,,
138825,CXX,107,St. Annaland - Bergen op Zoom,,3,,,
138826,CXX,108,Stavenisse - Bergen op Zoom,,3,,,
138827,CXX,209,Bergen op Zoom - St.Annaland,,3,,,
138828,CXX,602,St.Maartensdijk - Sommelsdijk,,3,,,
138829,CXX,603,St.Maartensdijk - Bergen op Zoom,,3,,,
138830,CXX,618,St. Maartensdijk - Halsteren,,3,,,
138831,CXX,619,St.Maartensdijk - Steenspil,,3,,,
138832,CXX,622,St.Maartensdijk - Sommelsdijk,,3,,,
138833,CXX,1,Oostburg - Schoondijke - Terneuzen,,3,,,
138834,CXX,5,Oostburg - Waterlandkerkje - Terneuzen,,3,,,
138835,CXX,6,Terneuzen - Zelzate,,3,,,
138836,CXX,9,Terneuzen Busstation - Terneuzen DOW,,3,,,
138837,CXX,10,Terneuzen - Hulst,,3,,,
138838,CXX,19,Hulst - Roosendaal,,3,,,
138839,CXX,20,Hulst - Goes,,3,,,
138840,CXX,23,'s-Heerenhoek - Goes,,3,,,
138841,CXX,27,Yerseke - Goes,,3,,,
138842,CXX,31,Kamperland - Goes,,3,,,
138843,CXX,42,Brugge - Breskens,,3,,,
138844,CXX,50,Middelburg - Terneuzen - Gent,,3,,,
138845,CXX,52,Domburg - Middelburg,,3,,,
138846,CXX,53,Middelburg - Domburg,,3,,,
138847,CXX,56,Middelburg - Koudekerke - Vlissingen,,3,,,
138848,CXX,57,Middelburg - Oost-Souburg - Vlissingen,,3,,,
138849,CXX,58,Middelburg - West-Souburg - Vlissingen,,3,,,
138850,CXX,65,Middelburg Station - Middelburg Podium/Scalda,,3,,,
138851,CXX,132,Goes - Zierikzee,,3,,,
138852,CXX,133,Middelburg - Oude Tonge,,3,,,
138853,CXX,184,Goes Station - Goes Ziekenhuis,,3,,,
138854,CXX,185,Goes Station - Goes Ziekenhuis,,3,,,
138855,CXX,210,Terneuzen - Hulst,,3,,,
138856,CXX,220,Terneuzen Ziekenhuis - Terneuzen Dethon,,3,,,
138857,CXX,395,Zierikzee - Rotterdam Zuidplein,,3,,,
138858,CXX,507,Axel - St.Jansteen,,3,,,
138859,CXX,511,Terneuzen - Sas van Gent,,3,,,
138860,CXX,513,Sas Van Gent - Axel,,3,,,
138861,CXX,515,Breskens - Biervliet,,3,,,
138862,CXX,569,"Middelburg, Station - Station",,3,,,
138863,CXX,580,Goes - Kattendijke,,3,,,
138864,CXX,581,Vlissingen Oost - Middelburg,,3,,,
138865,CXX,582,Oud Sabbinge - Goes,,3,,,
138866,CXX,583,Westkapelle - Veere,,3,,,
138867,CXX,584,Middelburg - Veere,,3,,,
138868,CXX,589,Ossenisse - Clinge,,3,,,
138869,CXX,591,Nieuwerkerk - Dreischor - Zierikzee,,3,,,
138870,CXX,592,Nieuwerkerk - Ouwerkerk - Zierikzee,,3,,,
138871,CXX,593,Kats - Kortgene,,3,,,
138872,CXX,594,Rilland - Kruiningen,,3,,,
138873,CXX,595,Goes - Hoedekenskerke,,3,,,
138874,CXX,596,'s Heerenhoek - Ellewoutsdijk,,3,,,
138875,CXX,597,'s Heerenhoek - Hoedekenskerke,,3,,,
138876,CXX,598,'s-Heerenhoek - Heinkenszand,,3,,,
138877,CXX,599,Wemeldinge - Yerseke,,3,,,
138878,CXX,601,Oostburg - Terneuzen,,3,,,
138879,CXX,606,Sas van Gent - Terneuzen,,3,,,
138880,CXX,607,Hoek - Axel,,3,,,
138881,CXX,608,Sas van Gent - Hulst,,3,,,
138882,CXX,612,Eede - Oostburg,,3,,,
138883,CXX,623,Borssele - 's-Heerenhoek,,3,,,
138884,CXX,628,Westenschouwen - Goes,,3,,,
138885,CXX,629,Bruinisse - Goes,,3,,,
138886,CXX,631,Zierikzee - Middelharnis,,3,,,
138887,CXX,632,Middelharnis - Zierikzee,,3,,,
138888,CXX,633,Zierikzee - Vlissingen,,3,,,
138889,CXX,634,Zierikzee Sas - Zierikzee Sas,,3,,,
138890,CXX,638,Goes Station - Goes Omnium,,3,,,
138891,CXX,639,Krabbendijke - Goes,,3,,,
138892,CXX,641,Middelburg - Goes,,3,,,
138893,CXX,643,St. Annaland - Goes,,3,,,
138894,CXX,644,Stavenisse - Goes,,3,,,
138895,CXX,645,Terneuzen - Krabbendijke,,3,,,
138896,CXX,646,Middelburg - Goes,,3,,,
138897,CXX,647,Domburg - Krabbendijke,,3,,,
138898,CXX,660,Hulst - Vlissingen,,3,,,
139782,CXX,84,Haarlem Station - Zandvoort Station,,3,ffcc00,000000,
139785,CXX,8,Alkmaar Station - Oud Overdie - Alkmaar Station,,3,0000ff,ffffff,
139786,CXX,9,Alkmaar Station - Overdie - Alkmaar Station,,3,ff0000,ffffff,
139787,CXX,131,Hoorn Station - Andijk Gedeputeerde Laanweg,,3,c34141,ffffff,
139788,CXX,158,Den Helder Station - Den Oever Busstation,,3,0000ff,ffffff,
139789,CXX,160,Alkmaar Station - Heerhugowaard De Draai,,3,ffff00,000000,
139790,CXX,235,Den Oever Busstation - Hoorn Station,,3,ffcc00,000000,
139791,CXX,866,Kustbus Bergen aan Zee - Bergen Plein,,3,afb4b9,000000,
139792,CXX,868,Kustbus Castricum - Bakkum - Castricum aan Zee,,3,afb4b9,000000,
139795,CXX,511,Zuid-Beijerland - Goudswaard,,3,,,
139796,CXX,515,Strijen - s'Gravendeel,,3,,,
139797,CXX,569,Willemstad - Numansdorp A29,,3,,,
139798,CXX,634,Zierikzee Busstation - Zierikzee Busstation,,3,,,
139803,CXX,169,Hoofddorp Station - Spaarne Gasthuis,,3,afb4b9,000000,
141567,CXX,382,IJmuiden aan Zee - Amsterdam Sloterdijk,,3,ff0000,ffffff,
141568,CXX,385,Haarlem Station - IJmuiden Dennekoplaan,,3,ff0000,ffffff,
141569,CXX,436,Ouddorp - Rotterdam Zuidplein,,3,ff0000,ffffff,
141570,CXX,437,Dirksland - Rotterdam Zuidplein,,3,ff0000,ffffff,
141588,CXX,180,Cirkellijn Schiphol P30 Parkeerterrein,,3,0059ff,ffffff,
141589,CXX,181,Cirkellijn Schiphol Knooppunt Schiphol Noord,,3,0059ff,ffffff,
141590,CXX,185,Justitieel Complex - Schiphol Airport,,3,0059ff,ffffff,
141591,CXX,186,Amstelveen Busstation - Schiphol P30,,3,0059ff,ffffff,
141592,CXX,190,Schiphol Knooppunt Noord - Schiphol P30,,3,0059ff,ffffff,
141593,CXX,191,(Knooppunt Noord) - P30 - Schiphol Anchoragelaan,,3,0059ff,ffffff,
141594,CXX,194,A'dam Matterhorn - Knooppunt Noord - (P30),,3,0059ff,ffffff,
141595,CXX,195,A'dam Lelylaan - Knooppunt Noord - (P30),,3,0059ff,ffffff,
141596,CXX,198,Schiphol Airport - Amsterdam Station Zuid,,3,0059ff,ffffff,
141597,CXX,199,Amstelveen Busstation - Knooppunt Noord - (P30),,3,0059ff,ffffff,
141598,CXX,200,Amsterdam Gaasperplas - Schiphol Airport,,3,77216f,ffffff,
141599,CXX,287,Schiphol Airport - Schiphol-Rijk Douglassingel,,3,0059ff,ffffff,
141600,CXX,300,Haarlem Station - Amsterdam Bijlmer ArenA,,3,77216f,ffffff,
141601,CXX,340,Haarlem Station - Uithoorn Busstation,,3,ff0000,ffffff,
141602,CXX,341,Hoofddorp Spaarne Gasthuis - Schiphol Airport,,3,d1ea32,000000,
141603,CXX,343,Hoofddorp: Station - Hoofddorp SKWA,,3,ffcc00,000000,
141604,CXX,346,Haarlem Station - Amsterdam Station Zuid,,3,d1ea32,000000,
141605,CXX,356,Haarlem Station - Amsterdam Bijlmer ArenA,,3,77216f,ffffff,
141606,CXX,357,Kudelstaart/Aalsmeer - Amsterdam Elandsgracht,,3,ffcc00,000000,
141607,CXX,397,Nieuw-Vennep P+R Getsew - Amsterdam Elandsgracht,,3,ffcc00,000000,
141611,CXX,194,AMS Matterhorn - Knooppunt Noord - (P30),,3,0059ff,ffffff,
141612,CXX,195,AMS Lelylaan - Knooppunt Noord - (P30),,3,0059ff,ffffff,
141613,CXX,343,Hoofddorp Station - Hoofddorp Floriande Zuidoost,,3,ffcc00,000000,
141234,CXX:Branding:U-OV,1,Overvecht - Utrecht CS - Hoograven,,3,fcd900,000000,
141235,CXX:Branding:U-OV,2,Utrecht CS - Museumkwartier - Utrecht CS,,3,fcd900,000000,
141236,CXX:Branding:U-OV,3,Utrecht CS - Overvecht / Zuilen - Utrecht CS,,3,00af98,ffffff,
141237,CXX:Branding:U-OV,5,Maarssen - Utrecht CS - Voordorp,,3,fcd900,000000,
141238,CXX:Branding:U-OV,6,Terwijde - Utrecht CS - Overvecht,,3,fcd900,000000,
141239,CXX:Branding:U-OV,7,Zuilen - Utrecht CS - Westraven,,3,fcd900,000000,
141240,CXX:Branding:U-OV,8,Wilhelminapark - Utrecht CS - Lunetten,,3,fcd900,000000,
141241,CXX:Branding:U-OV,9,Galgenwaard - Utrecht CS,,3,fcd900,000000,
141242,CXX:Branding:U-OV,10,Lunetten - Leidsche Rijn,,3,fcd900,000000,
141243,CXX:Branding:U-OV,11,Vleuten - Overvecht,,3,fcd900,000000,
141244,CXX:Branding:U-OV,12,Utrecht CS - Maarssen,,3,fcd900,000000,
141246,CXX:Branding:U-OV,16,De Meern - Utrecht CS,,3,fcd900,000000,
141247,CXX:Branding:U-OV,18,Utrecht CS - Rijnsweerd,,3,fcd900,000000,
141248,CXX:Branding:U-OV,19,Utrecht CS - De Meern,,3,fcd900,000000,
141249,CXX:Branding:U-OV,20,Science Park - Utrecht CS - Nieuwegein,,0,ff0010,ffffff,
141250,CXX:Branding:U-OV,21,Science Park - Utrecht CS - IJsselstein,,0,ff0010,ffffff,
141251,CXX:Branding:U-OV,22,Science Park - Utrecht CS,,0,ff0010,ffffff,
141252,CXX:Branding:U-OV,27,Zuilen - Science Park,,3,fcd900,000000,
141253,CXX:Branding:U-OV,28,Vleuten - Utrecht CS - Science Park,,3,09d700,000000,
141254,CXX:Branding:U-OV,29,Vleuten - Science Park - Bilthoven,,3,e98300,000000,
141255,CXX:Branding:U-OV,30,Overvecht - Science Park,,3,fcd900,000000,
141256,CXX:Branding:U-OV,31,IJsselstein - Science Park,,3,fcd900,000000,
141257,CXX:Branding:U-OV,32,Houten - Science Park,,3,fcd900,000000,
141258,CXX:Branding:U-OV,34,Amersfoort - Science Park - Westraven,,3,8f3f98,ffffff,
141259,CXX:Branding:U-OV,43,Houten - Driebergen,,3,fcd900,000000,
141260,CXX:Branding:U-OV,44,Houten - Vianen,,3,fcd900,000000,
141261,CXX:Branding:U-OV,47,Utrecht - Houten,,3,fcd900,000000,
141262,CXX:Branding:U-OV,48,Houten - Nieuwegein - Maarssen,,3,fcd900,000000,
141263,CXX:Branding:U-OV,55,Utrecht - Maartensdijk,,3,fcd900,000000,
141264,CXX:Branding:U-OV,57,Zeist - Austerlitz - Driebergen,,3,fcd900,000000,
141265,CXX:Branding:U-OV,64,Hoef en Haag - Vianen,,3,fcd900,000000,
141266,CXX:Branding:U-OV,65,Vianen - Utrecht CS,,3,fcd900,000000,
141267,CXX:Branding:U-OV,66,Nieuwegein Het Klooster - Utrecht CS,,3,fcd900,000000,
141268,CXX:Branding:U-OV,73,Maarssen - Utrecht CS - Zeist,,3,ef5597,000000,
141269,CXX:Branding:U-OV,74,Vianen - Utrecht CS - Zeist,,3,fcd900,000000,
141270,CXX:Branding:U-OV,77,Nieuwegein - Utrecht CS - Bilthoven,,3,00b3ff,000000,
141271,CXX:Branding:U-OV,81,Vianen - Meerkerk,,3,fcd900,000000,
141272,CXX:Branding:U-OV,84,Utrecht - Hoef en Haag,,3,fcd900,000000,
141273,CXX:Branding:U-OV,85,Utrecht - Leerdam,,3,fcd900,000000,
141274,CXX:Branding:U-OV,90,Vianen - Ameide,,3,fcd900,000000,
141275,CXX:Branding:U-OV,111,Vleuten - Breukelen,,3,fcd900,000000,
141276,CXX:Branding:U-OV,122,Utrecht - Nieuw Loosdrecht,,3,fcd900,000000,
141277,CXX:Branding:U-OV,128,Maarssen - Vleuten,,3,fcd900,000000,
141278,CXX:Branding:U-OV,158,Bilthoven - Berg en Bosch,,3,fcd900,000000,
141279,CXX:Branding:U-OV,184,Utrecht - Vianen,,3,fcd900,000000,
141285,CXX:Branding:U-OV,565,Nieuwegein City - Vreeswijk,,3,fcd900,000000,
141560,CXX:Branding:U-OV,Flex,U-flex Haarzuilens-Vleuten,,3,fcd900,000000,
132815,DELIJN,X71,Snelbus Antwerpen - Stabroek - Putte,,3,8c2b87,ffffff,
132824,DELIJN,X70,Sneldienst Antwerpen - Zandvliet via A12,,3,c8d300,000000,
132826,DELIJN,73,Brasschaat - Ekeren - P+R Luchtbal,,3,4a5321,ffffff,
132839,DELIJN,93,Antwerpen L.O. - Temse - Hoogkameren - Sint-Niklaa,,3,a85e24,ffffff,
132855,DELIJN,671,scholen Kalmthout - Stabroek - Zandvliet,,3,ffffff,b59e6a,
132867,DELIJN,76,P+R Luchtbal - Kaai 210 CMB (- AOR),,3,a85e24,ffffff,
132870,DELIJN,85,Stekene- Vrasene - Beveren - Antw. L.O.,,3,fc95c5,000000,
132881,DELIJN,432,Sint-Niklaas - Stekene - Hellestraat,,3,ffffff,b59e6a,
132897,DELIJN,718,Antwerpen P+R Luchtbal - scholen Stabroek,,3,ffffff,b59e6a,
132902,DELIJN,416,Snelbus Antwerpen - Wechelderzande - Turnhout,,3,ffffff,b59e6a,
132921,DELIJN,45,Tilburg - Poppel - Ravels - Oud-Turnhout - Turnhou,,3,ef7d00,000000,
132926,DELIJN,433,Sint-Niklaas - Kemzeke Paal - Hulst,,3,ffffff,b59e6a,
132938,DELIJN,454,Weelde Singel - Ravels - Turnhout,,3,ffffff,b59e6a,
132941,DELIJN,461,Baarle - Zondereigen - Turnhout,,3,ffffff,b59e6a,
132942,DELIJN,21,Sinaai - Sint-Niklaas - De Klinge - Meerdonk,,3,15882e,ffffff,
132949,DELIJN,456,Arendonk - Oud-Turnhout - Ravels - Eel - Poppel,,3,ffffff,b59e6a,
132954,DELIJN,456,Poppel - Eel - Ravels - Oud-Turnhout - Arendonk,,3,ffffff,b59e6a,
132959,DELIJN,431,Sint-Niklaas - Stekene - Koewacht,,3,ffffff,b59e6a,
132967,DELIJN,70,Antwerpen - Hoevenen - Stabroek - Zandvliet,,3,83d0f5,000000,
132973,DELIJN,674,Stabroek - Kalmthout - scholen Essen,,3,ffffff,b59e6a,
132976,DELIJN,447,scholen Wuustwezel - Horendonk - Essen Hoek,,3,ffffff,b59e6a,
132982,DELIJN,458,Hoogstraten - Merksplas - Weelde - Poppel,,3,ffffff,b59e6a,
132999,DELIJN,433,Turnhout - Beerse - Rijkevorsel - Hoogstraten,,3,ffffff,b59e6a,
133002,DELIJN,42,Brugge - Dudzele - Westkapelle - Sluis - Oostburg ,,3,69c0ac,000000,
133004,DELIJN,822,Sint-Niklaas - WeTech/VTS3,,3,ffffff,b59e6a,
133011,DELIJN,41,Knokke - Westkapelle - Dudzele - B-Park - Brugge,,3,fc95c5,000000,
133023,DELIJN,21,Turnhout - Gierle - Lille - Vorselaar,,3,83d0f5,000000,
133024,DELIJN,604,Meersel-Dreef - Hoogstraten,,3,ffffff,b59e6a,
133027,DELIJN,459,Hoogstraten - Merksplas - Weelde - Ravels,,3,ffffff,b59e6a,
133028,DELIJN,271,Sint-Niklaas - Sinaai - Eksaarde - Lokeren,,3,ffffff,b59e6a,
133032,DELIJN,718,scholen Stabroek - Antwerpen P+R Luchtbal,,3,ffffff,b59e6a,
133033,DELIJN,83,Beveren - Kallo,,3,70a3bd,000000,
133035,DELIJN,42,Breskens - Oostburg - Sluis - Westkapelle - Dudzel,,3,69c0ac,000000,
133047,DELIJN,47,Turnhout - Oud-Turnhout - Retie - Dessel - Mol,,3,8c2b87,ffffff,
133062,DELIJN,46,Baarle - Turnhout,,3,4a5321,ffffff,
133063,DELIJN,461,Turnhout - Zondereigen - Baarle,,3,ffffff,b59e6a,
133066,DELIJN,45,Turnhout - Oud-Turnhout - Ravels - Poppel - Tilbur,,3,ef7d00,000000,
133070,DELIJN,48,Hoogstraten - Rijkevorsel - Sint-Jozef - Malle,,3,70a3bd,000000,
133079,DELIJN,41,Brugge - B-Park - Dudzele - Westkapelle - Knokke,,3,fc95c5,000000,
133084,DELIJN,821,Sint-Niklaas -Westakkers - Beveren- Antwerpen L.O.,,3,ffffff,b59e6a,
133085,DELIJN,64,Loenhout - Wuustwezel - Brasschaat - Antwerpen,,3,ef7d00,000000,
133088,DELIJN,821,Antwerpen L.O.- Beveren- Westakkers- Sint-Niklaas,,3,ffffff,b59e6a,
133098,DELIJN,37,Wetteren - Zele - Waasmunster - Hamme,,3,15882e,ffffff,
133101,DELIJN,X64,Snelbus Antwerpen - Wuustwezel via E19,,3,e6007e,ffffff,
133106,DELIJN,93,Sint-Niklaas - Hoogkameren -Temse - Antwerpen L.O.,,3,a85e24,ffffff,
133107,DELIJN,47,Mol - Dessel - Retie - Oud-Turnhout - Turnhout,,3,8c2b87,ffffff,
133110,DELIJN,931,Sint-Niklaas - Temse Eigenlo - Rupelmonde - Antwer,,3,ffffff,b59e6a,
133120,DELIJN,416,Snelbus Turnhout - Wechelderzande - Antwerpen,,3,ffffff,b59e6a,
133124,DELIJN,708,scholen Ekeren - Stabroek - Zandvliet,,3,ffffff,b59e6a,
133136,DELIJN,43,Sint-Niklaas - Stekene - Moerbeke Waas,,3,00a6e2,000000,
133141,DELIJN,457,Hoogstraten - Baarle - Weelde,,3,ffffff,b59e6a,
133142,DELIJN,48,Malle - Sint-Jozef - Rijkevorsel - Hoogstraten,,3,70a3bd,000000,
133144,DELIJN,111,Geel - Larum - Onze-Lieve-Vrouw-Olen - Tielen - Vo,,3,ffffff,b59e6a,
133145,DELIJN,707,scholen Merksem - Stabroek - Zandvliet,,3,ffffff,b59e6a,
133151,DELIJN,43a,Reusel - Arendonk - Turnhout - Merksplas - Hoogstr,,3,ffcc00,000000,
133159,DELIJN,433,Hulst - Kemzeke Paal - Sint-Niklaas,,3,ffffff,b59e6a,
133161,DELIJN,43,Moerbeke Waas - Stekene - Sint-Niklaas,,3,00a6e2,000000,
133165,DELIJN,822,WeTech/VTS3 - Sint-Niklaas,,3,ffffff,b59e6a,
133169,DELIJN,431,Koewacht - Stekene - Sint-Niklaas,,3,ffffff,b59e6a,
133173,DELIJN,11,Geel station - Geel Thomas More,,3,a85e24,ffffff,
133174,DELIJN,37,Hamme - Waasmunster - Zele - Wetteren,,3,15882e,ffffff,
133176,DELIJN,709,scholen Stabroek - Zandvliet,,3,ffffff,b59e6a,
133177,DELIJN,84,Antwerpen L.O. - Beveren - Vrasene - Kieldrecht,,3,4a5321,ffffff,
133182,DELIJN,379,Zandvliet - Stabroek - Kapellen - scholen Brasscha,,3,ffffff,b59e6a,
133189,DELIJN,435,Turnhout Markt - Industrie,,3,ffffff,b59e6a,
133191,DELIJN,49,Zelzate - Moerbeke Waas - Lokeren - Zele,,3,c8d300,000000,
133200,DELIJN,455,Arendonk - Ravels - Weelde - Zondereigen,,3,ffffff,b59e6a,
133215,DELIJN,642,Antwerpen - Maria ter Heide via Miksebaan,,3,ffffff,b59e6a,
133218,DELIJN,72,Putte - Kapellen - Ekeren - Antwerpen,,3,0056a4,ffffff,
133225,DELIJN,675,scholen Wuustwezel - Kalmthout - Stabroek,,3,ffffff,b59e6a,
133226,DELIJN,458,Poppel - Weelde - Merksplas - Hoogstraten,,3,ffffff,b59e6a,
133228,DELIJN,87,Antwerpen L.O. - Burcht - P+R Melsele,,3,69c0ac,000000,
133229,DELIJN,432,Hellestraat - Stekene - Sint-Niklaas,,3,ffffff,b59e6a,
133230,DELIJN,709,Zandvliet - scholen Stabroek,,3,ffffff,b59e6a,
133235,DELIJN,46,Turnhout - Baarle,,3,4a5321,ffffff,
133236,DELIJN,82,Lokeren - Sint-Niklaas - Haasdonk - Beveren - Antw,,3,ffcc00,000000,
133241,DELIJN,49,Geel - Kasterlee - Turnhout,,3,c8d300,000000,
133245,DELIJN,72,Antwerpen - Ekeren - Kapellen - Putte,,3,0056a4,ffffff,
133250,DELIJN,64,Antwerpen - Brasschaat - Wuustwezel - Loenhout,,3,ef7d00,000000,
133253,DELIJN,604,Hoogstraten - Meersel-Dreef,,3,ffffff,b59e6a,
133258,DELIJN,66,P+R Luchtbal - Ekeren - Schoten,,3,fc95c5,000000,
133263,DELIJN,83,Kallo - Beveren,,3,70a3bd,000000,
133270,DELIJN,82,Antwerpen L.O. - Beveren - Haasdonk - Sint-Niklaas,,3,ffcc00,000000,
133271,DELIJN,49,Turnhout - Kasterlee - Geel,,3,c8d300,000000,
133275,DELIJN,437,Turnhout - Merksplas Kolonie - Hoogstraten,,3,ffffff,b59e6a,
133279,DELIJN,719,Antwerpen Rooseveltplaats - scholen Stabroek via A,,3,ffffff,b59e6a,
133291,DELIJN,31,Sint-Niklaas - Vrasene - Kieldrecht - Doel,,3,83d0f5,000000,
133293,DELIJN,21,Meerdonk - De Klinge - Sint-Niklaas - Sinaai,,3,15882e,ffffff,
133303,DELIJN,439,Meersel-Dreef - Hoogstraten - Turnhout - Handelssc,,3,ffffff,b59e6a,
133304,DELIJN,459,Ravels - Weelde - Merksplas - Hoogstraten,,3,ffffff,b59e6a,
133313,DELIJN,437,Hoogstraten - Merksplas Kolonie - Turnhout,,3,ffffff,b59e6a,
133316,DELIJN,719,scholen Stabroek - Antwerpen Rooseveltplaats via A,,3,ffffff,b59e6a,
133325,DELIJN,438,Turnhout industrie - Vosselaar - Hoogstraten,,3,ffffff,b59e6a,
133326,DELIJN,43a,Hoogstraten - Merksplas - Turnhout - Arendonk - Re,,3,ffcc00,000000,
133330,DELIJN,X70,Sneldienst Zandvliet - Antwerpen via A12,,3,c8d300,000000,
133338,DELIJN,73,P+R Luchtbal - Ekeren - Brasschaat,,3,4a5321,ffffff,
133341,DELIJN,438,Hoogstraten - Vosselaar - Turnhout industrie,,3,ffffff,b59e6a,
133352,DELIJN,441,scholen Wuustwezel - Nieuwmoer - Wildert,,3,ffffff,b59e6a,
133353,DELIJN,457,Weelde - Baarle - Hoogstraten,,3,ffffff,b59e6a,
133364,DELIJN,707,Zandvliet - Stabroek - scholen Merksem,,3,ffffff,b59e6a,
133367,DELIJN,85,Antw. L.O. - Beveren - Vrasene - Stekene,,3,fc95c5,000000,
133370,DELIJN,433,Hoogstraten - Rijkevorsel - Beerse - Turnhout,,3,ffffff,b59e6a,
133372,DELIJN,455,Zondereigen - Weelde - Ravels - Arendonk,,3,ffffff,b59e6a,
133379,DELIJN,31,Doel - Kieldrecht - Vrasene - Sint-Niklaas,,3,83d0f5,000000,
133384,DELIJN,434,Hoogstraten - Merksplas - Beerse - Turnhout,,3,ffffff,b59e6a,
133388,DELIJN,671,Zandvliet - Stabroek - scholen Kalmthout,,3,ffffff,b59e6a,
133393,DELIJN,43b,Brecht - Rijkevorsel - Merksplas - Turnhout - Aren,,3,ffcc00,000000,
133395,DELIJN,421,Brugge - Dudzele - Westkapelle - Knokke,,3,ffffff,b59e6a,
133412,DELIJN,43b,Arendonk - Turnhout - Merksplas - Rijkevorsel - Br,,3,ffcc00,000000,
133417,DELIJN,708,Zandvliet - Stabroek - scholen Ekeren,,3,ffffff,b59e6a,
133422,DELIJN,70,Zandvliet - Stabroek - Hoevenen - Antwerpen,,3,83d0f5,000000,
133426,DELIJN,434,Turnhout - Beerse - Merksplas - Hoogstraten,,3,ffffff,b59e6a,
133427,DELIJN,383,Europese school - Geel,,3,ffffff,b59e6a,
133430,DELIJN,84,Kieldrecht - Vrasene - Beveren - Antwerpen L.O.,,3,4a5321,ffffff,
133432,DELIJN,67,(Merksem) - Kapellen - Essen,,3,f9c5b8,000000,
133436,DELIJN,X64,Snelbus Wuustwezel - Antwerpen via E19,,3,e6007e,ffffff,
133441,DELIJN,49,Zele - Lokeren - Moerbeke Waas - Zelzate,,3,c8d300,000000,
133448,DELIJN,271,Lokeren - Eksaarde - Sinaai - Sint-Niklaas,,3,ffffff,b59e6a,
133456,DELIJN,212,Sint-Niklaas - Belsele - Lokeren,,3,ffffff,b59e6a,
